S&P 500 High Tracker Snapshot
Data Date: 2025-12-26
Generated: 2026-01-31 08:58:40 UTC
Total stocks: 503
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |
| VTR      | Ventas, Inc.                    |   76.99 |      81.89 |             -5.98 |           81.39 |        -5.41 | False         | False    |
| MCHP     | Microchip Technology Incorporat |   74.71 |      79.50 |             -6.03 |           96.30 |       -22.42 | False         | False    |
| TKO      | TKO Group Holdings, Inc.        |  204.91 |     218.11 |             -6.05 |          218.11 |        -6.05 | False         | False    |
| RF       | Regions Financial Corporation   |   27.48 |      29.26 |             -6.08 |           29.26 |        -6.08 | False         | False    |
| LLY      | Eli Lilly and Company           | 1064.29 |    1133.95 |             -6.14 |         1133.95 |        -6.14 | False         | False    |
| AOS      | A.O. Smith Corporation          |   72.46 |      77.31 |             -6.27 |           89.84 |       -19.35 | False         | False    |
| YUM      | Yum! Brands, Inc.               |  152.97 |     163.30 |             -6.33 |          161.06 |        -5.02 | False         | False    |
| COR      | Cencora, Inc.                   |  353.48 |     377.54 |             -6.37 |          377.54 |        -6.37 | False         | False    |
| HSIC     | Henry Schein, Inc.              |   77.21 |      82.49 |             -6.40 |           92.68 |       -16.69 | False         | False    |
| TRV      | The Travelers Companies, Inc.   |  277.72 |     296.85 |             -6.44 |          295.68 |        -6.07 | False         | False    |
| GM       | General Motors Company          |   79.68 |      85.18 |             -6.46 |           85.18 |        -6.46 | False         | False    |
| F        | Ford Motor Company              |   13.56 |      14.50 |             -6.48 |           19.73 |       -31.26 | False         | False    |
| AEP      | American Electric Power Company |  116.63 |     124.80 |             -6.55 |          124.80 |        -6.55 | False         | False    |
| BK       | The Bank of New York Mellon Cor |  117.61 |     125.89 |             -6.58 |          125.33 |        -6.16 | False         | False    |
| DTE      | DTE Energy Company              |  134.33 |     143.79 |             -6.58 |          142.50 |        -5.73 | False         | False    |
| L        | Loews Corporation               |  101.86 |     109.06 |             -6.60 |          109.06 |        -6.60 | False         | False    |
| CRH      | CRH PLC                         |  122.84 |     131.55 |             -6.62 |          131.55 |        -6.62 | False         | False    |
| AXP      | American Express Company        |  361.69 |     387.49 |             -6.66 |          386.63 |        -6.45 | False         | False    |
| GS       | Goldman Sachs Group, Inc. (The) |  918.88 |     984.70 |             -6.68 |          984.70 |        -6.68 | False         | False    |
| LUV      | Southwest Airlines Company      |   41.95 |      45.02 |             -6.82 |           60.59 |       -30.77 | False         | False    |
| PKG      | Packaging Corporation of Americ |  225.39 |     241.96 |             -6.85 |          243.29 |        -7.36 | False         | False    |
| MMM      | 3M Company                      |  162.68 |     174.69 |             -6.88 |          174.69 |        -6.88 | False         | False    |
| APA      | APA Corporation                 |   25.80 |      27.72 |             -6.93 |          107.76 |       -76.06 | False         | False    |
| SNDK     | Sandisk Corporation             |  473.83 |     509.50 |             -7.00 |          509.50 |        -7.00 | False         | False    |
| DOV      | Dover Corporation               |  206.71 |     222.31 |             -7.02 |          219.84 |        -5.97 | False         | False    |
| WSM      | Williams-Sonoma, Inc.           |  204.50 |     219.98 |             -7.04 |          219.54 |        -6.85 | False         | False    |
| LDOS     | Leidos Holdings, Inc.           |  191.23 |     205.77 |             -7.07 |          205.30 |        -6.86 | False         | False    |
| MS       | Morgan Stanley                  |  179.00 |     192.68 |             -7.10 |          192.68 |        -7.10 | False         | False    |
| DAL      | Delta Air Lines, Inc.           |   67.96 |      73.16 |             -7.11 |           73.16 |        -7.11 | False         | False    |
| MSCI     | MSCI Inc.                       |  589.76 |     634.99 |             -7.12 |          650.23 |        -9.30 | False         | False    |
| GWW      | W.W. Grainger, Inc.             | 1057.86 |    1139.15 |             -7.14 |         1216.77 |       -13.06 | False         | False    |
| ITW      | Illinois Tool Works Inc.        |  258.26 |     278.13 |             -7.14 |          271.32 |        -4.81 | False         | False    |
| LIN      | Linde plc                       |  451.57 |     486.38 |             -7.16 |          483.05 |        -6.52 | False         | False    |
| TTWO     | Take-Two Interactive Software,  |  245.73 |     264.79 |             -7.20 |          264.79 |        -7.20 | False         | False    |
| CTSH     | Cognizant Technology Solutions  |   84.18 |      90.82 |             -7.31 |           89.37 |        -5.81 | False         | False    |
| PM       | Philip Morris International Inc |  173.02 |     186.69 |             -7.32 |          181.91 |        -4.89 | False         | False    |
| PFE      | Pfizer, Inc.                    |   25.65 |      27.69 |             -7.37 |           49.42 |       -48.10 | False         | False    |
| CTVA     | Corteva, Inc.                   |   71.70 |      77.41 |             -7.38 |           77.02 |        -6.90 | False         | False    |
| WAT      | Waters Corporation              |  392.31 |     423.56 |             -7.38 |          428.22 |        -8.39 | False         | False    |
| BLK      | BlackRock, Inc.                 | 1129.91 |    1219.94 |             -7.38 |         1214.03 |        -6.93 | False         | False    |
| COP      | ConocoPhillips                  |   98.35 |     106.20 |             -7.39 |          128.01 |       -23.17 | False         | False    |
| EBAY     | eBay Inc.                       |   93.61 |     101.15 |             -7.45 |          100.76 |        -7.10 | False         | False    |
| AMZN     | Amazon.com, Inc.                |  239.16 |     258.60 |             -7.52 |          258.60 |        -7.52 | False         | False    |
| CMS      | CMS Energy Corporation          |   70.70 |      76.45 |             -7.52 |           75.54 |        -6.41 | False         | False    |
| ES       | Eversource Energy (D/B/A)       |   69.58 |      75.25 |             -7.53 |           81.42 |       -14.54 | False         | False    |
| CINF     | Cincinnati Financial Corporatio |  157.03 |     169.86 |             -7.55 |          168.98 |        -7.07 | False         | False    |
| AFL      | AFLAC Incorporated              |  107.09 |     115.84 |             -7.55 |          115.24 |        -7.07 | False         | False    |
| DAY      | Dayforce, Inc.                  |   69.42 |      75.14 |             -7.61 |          130.37 |       -46.75 | False         | False    |
| GL       | Globe Life Inc.                 |  136.50 |     147.83 |             -7.66 |          147.26 |        -7.30 | False         | False    |
| ALLE     | Allegion plc                    |  166.80 |     180.68 |             -7.68 |          180.68 |        -7.68 | False         | False    |
| WEC      | WEC Energy Group, Inc.          |  109.10 |     118.19 |             -7.69 |          117.25 |        -6.95 | False         | False    |
| LRCX     | Lam Research Corporation        |  217.94 |     236.10 |             -7.69 |          236.10 |        -7.69 | False         | False    |
| CSCO     | Cisco Systems, Inc.             |   74.59 |      80.82 |             -7.71 |           80.39 |        -7.21 | False         | False    |
| MTD      | Mettler-Toledo International, I | 1406.36 |    1525.17 |             -7.79 |         1714.75 |       -17.98 | False         | False    |
| SPGI     | S&P Global Inc.                 |  533.61 |     579.05 |             -7.85 |          576.91 |        -7.51 | False         | False    |
| VLTO     | Veralto Corp                    |  101.31 |     110.11 |             -7.99 |          114.35 |       -11.41 | False         | False    |
| STT      | State Street Corporation        |  126.09 |     137.05 |             -8.00 |          137.05 |        -8.00 | False         | False    |
| CTRA     | Coterra Energy Inc.             |   27.42 |      29.82 |             -8.05 |           31.16 |       -12.00 | False         | False    |
| AES      | The AES Corporation             |   14.25 |      15.51 |             -8.12 |           47.02 |       -69.69 | False         | False    |
| SHW      | Sherwin-Williams Company (The)  |  348.52 |     379.65 |             -8.20 |          396.88 |       -12.19 | False         | False    |
| REGN     | Regeneron Pharmaceuticals, Inc. |  753.55 |     821.11 |             -8.23 |         1204.52 |       -37.44 | False         | False    |
| HBAN     | Huntington Bancshares Incorpora |   17.35 |      18.91 |             -8.25 |           18.91 |        -8.25 | False         | False    |
| AKAM     | Akamai Technologies, Inc.       |   95.08 |     103.75 |             -8.36 |          345.50 |       -72.48 | False         | False    |
| DGX      | Quest Diagnostics Incorporated  |  181.02 |     197.55 |             -8.37 |          196.65 |        -7.95 | False         | False    |
| MCK      | McKesson Corporation            |  820.23 |     895.58 |             -8.41 |          894.75 |        -8.33 | False         | False    |
| JCI      | Johnson Controls International  |  113.59 |     124.07 |             -8.45 |          124.07 |        -8.45 | False         | False    |
| XYL      | Xylem Inc.                      |  141.23 |     154.27 |             -8.45 |          153.83 |        -8.19 | False         | False    |
| HIG      | The Hartford Insurance Group, I |  128.62 |     140.50 |             -8.46 |          140.50 |        -8.46 | False         | False    |
| ATO      | Atmos Energy Corporation        |  165.34 |     180.65 |             -8.47 |          179.62 |        -7.95 | False         | False    |
| WTW      | Willis Towers Watson Public Lim |  322.81 |     352.79 |             -8.50 |          351.82 |        -8.24 | False         | False    |
| C        | Citigroup, Inc.                 |  113.59 |     124.17 |             -8.52 |          382.43 |       -70.30 | False         | False    |
| ICE      | Intercontinental Exchange Inc.  |  172.93 |     189.35 |             -8.67 |          188.26 |        -8.14 | False         | False    |
| SYY      | Sysco Corporation               |   76.21 |      83.47 |             -8.70 |           82.75 |        -7.90 | False         | False    |
| ORLY     | O'Reilly Automotive, Inc.       |   99.23 |     108.72 |             -8.73 |          108.72 |        -8.73 | False         | False    |
| COST     | Costco Wholesale Corporation    |  983.25 |    1078.23 |             -8.81 |         1073.82 |        -8.43 | False         | False    |
| FRT      | Federal Realty Investment Trust |  101.77 |     111.82 |             -8.99 |          118.75 |       -14.30 | False         | False    |
| NXPI     | NXP Semiconductors N.V.         |  232.48 |     255.45 |             -8.99 |          288.03 |       -19.29 | False         | False    |
| DHR      | Danaher Corporation             |  235.01 |     258.23 |             -8.99 |          290.14 |       -19.00 | False         | False    |
| REG      | Regency Centers Corporation     |   71.14 |      78.18 |             -9.00 |           75.09 |        -5.25 | False         | False    |
| RVTY     | Revvity, Inc.                   |  116.73 |     128.29 |             -9.01 |          201.11 |       -41.96 | False         | False    |
| IR       | Ingersoll Rand Inc.             |   87.21 |      95.85 |             -9.01 |          105.92 |       -17.67 | False         | False    |
| INCY     | Incyte Corporation              |  101.99 |     112.29 |             -9.17 |          153.15 |       -33.41 | False         | False    |
| EXC      | Exelon Corporation              |   44.06 |      48.51 |             -9.17 |           48.09 |        -8.38 | False         | False    |
| LH       | Labcorp Holdings Inc.           |  266.66 |     293.72 |             -9.21 |          292.94 |        -8.97 | False         | False    |
| SWK      | Stanley Black & Decker, Inc.    |   82.48 |      91.06 |             -9.42 |          191.51 |       -56.93 | False         | False    |
| HCA      | HCA Healthcare, Inc.            |  470.88 |     520.00 |             -9.45 |          519.23 |        -9.31 | False         | False    |
| DLTR     | Dollar Tree, Inc.               |  128.92 |     142.40 |             -9.47 |          177.19 |       -27.24 | False         | False    |
| ED       | Consolidated Edison, Inc.       |  103.87 |     114.87 |             -9.58 |          112.03 |        -7.29 | False         | False    |
| TRGP     | Targa Resources, Inc.           |  191.50 |     211.87 |             -9.61 |          213.78 |       -10.42 | False         | False    |
| UAL      | United Airlines Holdings, Inc.  |  107.74 |     119.21 |             -9.62 |          119.21 |        -9.62 | False         | False    |
| XEL      | Xcel Energy Inc.                |   75.01 |      83.01 |             -9.64 |           82.37 |        -8.94 | False         | False    |
| DRI      | Darden Restaurants, Inc.        |  206.17 |     228.27 |             -9.68 |          223.20 |        -7.63 | False         | False    |
| DUK      | Duke Energy Corporation (Holdin |  117.43 |     130.03 |             -9.69 |          128.91 |        -8.91 | False         | False    |
| PEP      | Pepsico, Inc.                   |  144.58 |     160.15 |             -9.72 |          179.53 |       -19.47 | False         | False    |
| MO       | Altria Group, Inc.              |   61.91 |      68.60 |             -9.75 |           66.30 |        -6.62 | False         | False    |
| BIIB     | Biogen Inc.                     |  171.59 |     190.20 |             -9.78 |          480.18 |       -64.27 | False         | False    |
| VRTX     | Vertex Pharmaceuticals Incorpor |  468.41 |     519.68 |             -9.87 |          519.88 |        -9.90 | False         | False    |
| IDXX     | IDEXX Laboratories, Inc.        |  693.85 |     769.98 |             -9.89 |          769.98 |        -9.89 | False         | False    |
| PPG      | PPG Industries, Inc.            |  112.29 |     124.66 |             -9.92 |          166.98 |       -32.75 | False         | False    |
| TSLA     | Tesla, Inc.                     |  449.06 |     498.83 |             -9.98 |          498.83 |        -9.98 | False         | False    |
| IBM      | International Business Machines |  292.44 |     324.90 |             -9.99 |          324.90 |        -9.99 | False         | False    |
| GEV      | GE Vernova Inc.                 |  657.78 |     731.00 |            -10.02 |          730.46 |        -9.95 | False         | False    |
| URI      | United Rentals, Inc.            |  919.03 |    1021.47 |            -10.03 |         1019.33 |        -9.84 | False         | False    |
| HD       | Home Depot, Inc. (The)          |  383.77 |     426.75 |            -10.07 |          426.44 |       -10.01 | False         | False    |
| BAC      | Bank of America Corporation     |   51.72 |      57.55 |            -10.13 |           57.55 |       -10.13 | False         | False    |
| SRE      | DBA Sempra                      |   85.94 |      95.72 |            -10.22 |           95.03 |        -9.56 | False         | False    |
| ALL      | Allstate Corporation (The)      |  193.65 |     215.89 |            -10.30 |          215.00 |        -9.93 | False         | False    |
| ABBV     | AbbVie Inc.                     |  219.26 |     244.81 |            -10.44 |          241.12 |        -9.07 | False         | False    |
| SOLV     | Solventum Corporation           |   78.91 |      88.20 |            -10.53 |           96.05 |       -17.84 | False         | False    |
| UNP      | Union Pacific Corporation       |  229.65 |     256.84 |            -10.59 |          255.44 |       -10.09 | False         | False    |
| OMC      | Omnicom Group Inc.              |   79.79 |      89.35 |            -10.70 |          102.31 |       -22.01 | False         | False    |
| TEL      | TE Connectivity plc             |  223.84 |     250.67 |            -10.70 |          250.67 |       -10.70 | False         | False    |
| TROW     | T. Rowe Price Group, Inc.       |  105.63 |     118.32 |            -10.73 |          185.32 |       -43.00 | False         | False    |
| EXPE     | Expedia Group, Inc.             |  271.14 |     303.80 |            -10.75 |          303.80 |       -10.75 | False         | False    |
| EQT      | EQT Corporation                 |   55.52 |      62.23 |            -10.78 |           62.23 |       -10.78 | False         | False    |
| EME      | EMCOR Group, Inc.               |  694.21 |     778.64 |            -10.84 |          778.18 |       -10.79 | False         | False    |
| Q        | Qnity Electronics, Inc.         |   96.11 |     107.84 |            -10.88 |          107.84 |       -10.88 | False         | False    |
| DIS      | Walt Disney Company (The)       |  110.98 |     124.69 |            -11.00 |          198.35 |       -44.05 | False         | False    |
| WFC      | Wells Fargo & Company           |   86.96 |      97.76 |            -11.05 |           97.76 |       -11.05 | False         | False    |
| NVR      | NVR, Inc.                       | 7645.15 |    8618.28 |            -11.29 |         9964.77 |       -23.28 | False         | False    |
| KIM      | Kimco Realty Corporation (HC)   |   20.96 |      23.65 |            -11.37 |           24.38 |       -14.04 | False         | False    |
| NVDA     | NVIDIA Corporation              |  187.67 |     212.19 |            -11.56 |          212.18 |       -11.55 | False         | False    |
| CF       | CF Industries Holdings, Inc.    |   92.38 |     104.45 |            -11.56 |          111.10 |       -16.85 | False         | False    |
| BRK-B    | Berkshire Hathaway Inc. New     |  478.97 |     542.07 |            -11.64 |          542.07 |       -11.64 | False         | False    |
| GE       | GE Aerospace                    |  293.87 |     332.79 |            -11.70 |          332.79 |       -11.70 | False         | False    |
| JPM      | JP Morgan Chase & Co.           |  297.72 |     337.25 |            -11.72 |          335.87 |       -11.36 | False         | False    |
| MRNA     | Moderna, Inc.                   |   48.71 |      55.20 |            -11.76 |          497.49 |       -90.21 | False         | False    |
| PHM      | PulteGroup, Inc.                |  125.16 |     142.11 |            -11.93 |          148.01 |       -15.44 | False         | False    |
| WELL     | Welltower Inc.                  |  183.68 |     209.05 |            -12.14 |          209.05 |       -12.14 | False         | False    |
| FANG     | Diamondback Energy, Inc.        |  154.02 |     175.69 |            -12.33 |          205.08 |       -24.90 | False         | False    |
| PSA      | Public Storage                  |  282.63 |     322.49 |            -12.36 |          351.71 |       -19.64 | False         | False    |
| NWS      | News Corporation                |   31.10 |      35.58 |            -12.59 |           35.47 |       -12.32 | False         | False    |
| SYK      | Stryker Corporation             |  355.04 |     406.19 |            -12.59 |          402.95 |       -11.89 | False         | False    |
| TDG      | Transdigm Group Incorporated    | 1419.19 |    1623.83 |            -12.60 |         1519.36 |        -6.59 | False         | False    |
| BKNG     | Booking Holdings Inc. Common St | 5098.50 |    5839.41 |            -12.69 |         5818.24 |       -12.37 | False         | False    |
| DLR      | Digital Realty Trust, Inc.      |  159.16 |     182.48 |            -12.78 |          190.83 |       -16.59 | False         | False    |
| MA       | Mastercard Incorporated         |  524.74 |     601.77 |            -12.80 |          600.08 |       -12.55 | False         | False    |
| TXN      | Texas Instruments Incorporated  |  193.31 |     221.69 |            -12.80 |          218.15 |       -11.39 | False         | False    |
| EXR      | Extra Space Storage Inc         |  141.52 |     162.77 |            -13.06 |          194.10 |       -27.09 | False         | False    |
| FTV      | Fortive Corporation             |   54.59 |      62.79 |            -13.06 |           65.14 |       -16.19 | False         | False    |
| PRU      | Prudential Financial, Inc.      |  107.69 |     123.88 |            -13.07 |          124.11 |       -13.23 | False         | False    |
| V        | Visa Inc.                       |  326.18 |     375.51 |            -13.14 |          374.11 |       -12.81 | False         | False    |
| SO       | Southern Company (The)          |   87.54 |     100.84 |            -13.19 |          100.02 |       -12.48 | False         | False    |
| CCL      | Carnival Corporation            |   28.55 |      32.89 |            -13.20 |           66.92 |       -57.34 | False         | False    |
| EG       | Everest Group, Ltd.             |  323.57 |     373.23 |            -13.31 |          404.12 |       -19.93 | False         | False    |
| MPC      | Marathon Petroleum Corporation  |  175.38 |     202.30 |            -13.31 |          213.02 |       -17.67 | False         | False    |
| FAST     | Fastenal Company                |   43.89 |      50.63 |            -13.31 |           50.37 |       -12.86 | False         | False    |
| IRM      | Iron Mountain Incorporated (Del |   93.59 |     108.15 |            -13.46 |          124.90 |       -25.07 | False         | False    |
| CL       | Colgate-Palmolive Company       |   86.66 |     100.18 |            -13.50 |          105.54 |       -17.89 | False         | False    |
| EXE      | Expand Energy Corporation       |  109.49 |     126.62 |            -13.53 |          126.62 |       -13.53 | False         | False    |
| IEX      | IDEX Corporation                |  195.27 |     226.05 |            -13.62 |          239.44 |       -18.45 | False         | False    |
| SYF      | Synchrony Financial             |   76.61 |      88.77 |            -13.70 |           88.77 |       -13.70 | False         | False    |
| BMY      | Bristol-Myers Squibb Company    |   54.65 |      63.33 |            -13.71 |           70.48 |       -22.45 | False         | False    |
| MET      | MetLife, Inc.                   |   75.81 |      87.94 |            -13.79 |           86.54 |       -12.40 | False         | False    |
| ISRG     | Intuitive Surgical, Inc.        |  523.99 |     609.08 |            -13.97 |          616.00 |       -14.94 | False         | False    |
| APTV     | Aptiv PLC                       |   76.47 |      88.93 |            -14.01 |          180.81 |       -57.71 | False         | False    |
| TECH     | Bio-Techne Corp                 |   68.16 |      79.28 |            -14.03 |          133.47 |       -48.93 | False         | False    |
| AAPL     | Apple Inc.                      |  248.04 |     288.62 |            -14.06 |          288.62 |       -14.06 | False         | False    |
| RMD      | ResMed Inc.                     |  252.38 |     293.81 |            -14.10 |          293.11 |       -13.90 | False         | False    |
| KR       | Kroger Company (The)            |   64.25 |      74.90 |            -14.22 |           74.13 |       -13.32 | False         | False    |
| PEG      | Public Service Enterprise Group |   78.28 |      91.26 |            -14.22 |           91.62 |       -14.56 | False         | False    |
| TSCO     | Tractor Supply Company          |   54.69 |      63.99 |            -14.53 |           63.47 |       -13.84 | False         | False    |
| AMP      | Ameriprise Financial, Inc.      |  496.60 |     582.05 |            -14.68 |          574.69 |       -13.59 | False         | False    |
| CPT      | Camden Property Trust           |  107.86 |     126.55 |            -14.77 |          156.27 |       -30.98 | False         | False    |
| OTIS     | Otis Worldwide Corporation      |   90.98 |     106.83 |            -14.84 |          105.37 |       -13.66 | False         | False    |
| GNRC     | Generac Holdlings Inc.          |  173.01 |     203.25 |            -14.88 |          524.31 |       -67.00 | False         | False    |
| LVS      | Las Vegas Sands Corp.           |   59.95 |      70.45 |            -14.90 |           94.73 |       -36.71 | False         | False    |
| WRB      | W.R. Berkley Corporation        |   67.12 |      78.96 |            -14.99 |           77.72 |       -13.64 | False         | False    |
| DOC      | Healthpeak Properties, Inc.     |   18.08 |      21.28 |            -15.04 |           29.36 |       -38.41 | False         | False    |
| NWSA     | News Corporation                |   26.83 |      31.61 |            -15.12 |           31.61 |       -15.12 | False         | False    |
| AMCR     | Amcor plc                       |   44.28 |      52.25 |            -15.25 |           58.78 |       -24.67 | False         | False    |
| FSLR     | First Solar, Inc.               |  242.15 |     285.99 |            -15.33 |          317.00 |       -23.61 | False         | False    |
| CDNS     | Cadence Design Systems, Inc.    |  318.32 |     376.45 |            -15.44 |          376.45 |       -15.44 | False         | False    |
| HUM      | Humana Inc.                     |  266.50 |     315.35 |            -15.49 |          552.08 |       -51.73 | False         | False    |
| BSX      | Boston Scientific Corporation   |   92.51 |     109.50 |            -15.52 |          109.50 |       -15.52 | False         | False    |
| SJM      | The J.M. Smucker Company        |  102.53 |     121.48 |            -15.60 |          146.54 |       -30.03 | False         | False    |
| AZO      | AutoZone, Inc.                  | 3700.00 |    4388.11 |            -15.68 |         4388.11 |       -15.68 | False         | False    |
| WYNN     | Wynn Resorts, Limited           |  113.55 |     134.72 |            -15.71 |          208.24 |       -45.47 | False         | False    |
| A        | Agilent Technologies, Inc.      |  135.05 |     160.27 |            -15.74 |          174.04 |       -22.40 | False         | False    |
| WY       | Weyerhaeuser Company            |   26.67 |      31.66 |            -15.76 |           37.68 |       -29.22 | False         | False    |
| CTAS     | Cintas Corporation              |  192.96 |     229.24 |            -15.83 |          228.23 |       -15.45 | False         | False    |
| GEHC     | GE HealthCare Technologies Inc. |   79.77 |      94.80 |            -15.85 |           94.63 |       -15.70 | False         | False    |
| RSG      | Republic Services, Inc.         |  217.61 |     258.75 |            -15.90 |          256.67 |       -15.22 | False         | False    |
| MSFT     | Microsoft Corporation           |  465.95 |     555.45 |            -16.11 |          553.50 |       -15.82 | False         | False    |
| OXY      | Occidental Petroleum Corporatio |   44.10 |      52.58 |            -16.13 |           73.50 |       -40.00 | False         | False    |
| VICI     | VICI Properties Inc.            |   28.54 |      34.03 |            -16.13 |           33.01 |       -13.53 | False         | False    |
| LYV      | Live Nation Entertainment, Inc. |  146.97 |     175.25 |            -16.14 |          175.25 |       -16.14 | False         | False    |
| COF      | Capital One Financial Corporati |  217.30 |     259.64 |            -16.31 |          259.64 |       -16.31 | False         | False    |
| MAS      | Masco Corporation               |   68.73 |      82.18 |            -16.37 |           84.80 |       -18.95 | False         | False    |
| VZ       | Verizon Communications Inc.     |   39.52 |      47.36 |            -16.55 |           45.13 |       -12.43 | False         | False    |
| PG       | Procter & Gamble Company (The)  |  150.15 |     179.99 |            -16.58 |          175.18 |       -14.29 | False         | False    |
| AWK      | American Water Works Company, I |  129.71 |     155.50 |            -16.59 |          174.41 |       -25.63 | False         | False    |
| PCG      | Pacific Gas & Electric Co.      |   14.95 |      17.95 |            -16.71 |           70.20 |       -78.70 | False         | False    |
| UHS      | Universal Health Services, Inc. |  205.09 |     246.33 |            -16.74 |          246.13 |       -16.67 | False         | False    |
| ODFL     | Old Dominion Freight Line, Inc. |  174.30 |     209.61 |            -16.85 |          231.32 |       -24.65 | False         | False    |
| IFF      | International Flavors & Fragran |   73.23 |      88.09 |            -16.87 |          138.89 |       -47.27 | False         | False    |
| SBUX     | Starbucks Corporation           |   97.62 |     117.46 |            -16.89 |          115.04 |       -15.14 | False         | False    |
| EQIX     | Equinix, Inc.                   |  791.27 |     953.41 |            -17.01 |          971.74 |       -18.57 | False         | False    |
| ETN      | Eaton Corporation, PLC          |  331.22 |     399.56 |            -17.10 |          398.40 |       -16.86 | False         | False    |
| META     | Meta Platforms, Inc.            |  658.76 |     796.25 |            -17.27 |          795.06 |       -17.14 | False         | False    |
| NRG      | NRG Energy, Inc.                |  149.30 |     180.54 |            -17.30 |          180.08 |       -17.09 | False         | False    |
| ANET     | Arista Networks, Inc.           |  136.34 |     164.94 |            -17.34 |          164.94 |       -17.34 | False         | False    |
| BXP      | BXP, Inc.                       |   65.49 |      79.33 |            -17.45 |          109.70 |       -40.30 | False         | False    |
| INTC     | Intel Corporation               |   45.07 |      54.60 |            -17.45 |           62.29 |       -27.65 | False         | False    |
| MGM      | MGM Resorts International       |   34.03 |      41.32 |            -17.64 |           94.92 |       -64.15 | False         | False    |
| DPZ      | Domino's Pizza Inc              |  411.50 |     500.55 |            -17.79 |          537.18 |       -23.40 | False         | False    |
| AIG      | American International Group, I |   72.32 |      88.07 |            -17.88 |         1224.78 |       -94.10 | False         | False    |
| MDLZ     | Mondelez International, Inc.    |   58.40 |      71.15 |            -17.92 |           72.90 |       -19.89 | False         | False    |
| ADSK     | Autodesk, Inc.                  |  270.00 |     329.09 |            -17.96 |          344.39 |       -21.60 | False         | False    |
| AON      | Aon plc                         |  338.69 |     412.97 |            -17.99 |          411.24 |       -17.64 | False         | False    |
| J        | Jacobs Solutions Inc.           |  137.89 |     168.44 |            -18.14 |          168.03 |       -17.94 | False         | False    |
| EQR      | Equity Residential              |   62.09 |      75.86 |            -18.15 |           80.96 |       -23.31 | False         | False    |
| PLTR     | Palantir Technologies Inc.      |  169.60 |     207.52 |            -18.27 |          207.52 |       -18.27 | False         | False    |
| MSI      | Motorola Solutions, Inc.        |  401.66 |     492.22 |            -18.40 |          501.17 |       -19.85 | False         | False    |
| DHI      | D.R. Horton, Inc.               |  150.51 |     184.55 |            -18.44 |          197.03 |       -23.61 | False         | False    |
| CMCSA    | Comcast Corporation             |   29.30 |      35.99 |            -18.59 |           50.46 |       -41.93 | False         | False    |
| TRMB     | Trimble Inc.                    |   71.19 |      87.50 |            -18.64 |           96.49 |       -26.22 | False         | False    |
| UDR      | UDR, Inc.                       |   37.72 |      46.47 |            -18.83 |           51.50 |       -26.76 | False         | False    |
| EPAM     | EPAM Systems, Inc.              |  218.21 |     269.00 |            -18.88 |          725.40 |       -69.92 | False         | False    |
| TT       | Trane Technologies plc          |  386.22 |     476.19 |            -18.89 |          475.11 |       -18.71 | False         | False    |
| COO      | The Cooper Companies, Inc.      |   81.29 |     100.24 |            -18.90 |          115.86 |       -29.84 | False         | False    |
| ELV      | Elevance Health, Inc.           |  371.06 |     458.75 |            -19.11 |          552.56 |       -32.85 | False         | False    |
| UBER     | Uber Technologies, Inc.         |   82.31 |     101.99 |            -19.30 |          101.99 |       -19.30 | False         | False    |
| VRSN     | VeriSign, Inc.                  |  250.60 |     310.60 |            -19.32 |          308.75 |       -18.83 | False         | False    |
| STZ      | Constellation Brands, Inc.      |  158.78 |     196.91 |            -19.36 |          264.76 |       -40.03 | False         | False    |
| ABNB     | Airbnb, Inc.                    |  132.15 |     163.93 |            -19.39 |          219.94 |       -39.92 | False         | False    |
| PANW     | Palo Alto Networks, Inc.        |  180.18 |     223.61 |            -19.42 |          223.61 |       -19.42 | False         | False    |
| ESS      | Essex Property Trust, Inc.      |  254.08 |     316.29 |            -19.67 |          315.02 |       -19.34 | False         | False    |
| BDX      | Becton, Dickinson and Company   |  201.79 |     251.99 |            -19.92 |          274.48 |       -26.48 | False         | False    |
| CPAY     | Corpay, Inc.                    |  320.52 |     400.81 |            -20.03 |          400.81 |       -20.03 | False         | False    |
| CRWD     | CrowdStrike Holdings, Inc.      |  452.49 |     566.90 |            -20.18 |          566.90 |       -20.18 | False         | False    |
| CI       | The Cigna Group                 |  279.20 |     350.00 |            -20.23 |          361.84 |       -22.84 | False         | False    |
| EOG      | EOG Resources, Inc.             |  108.33 |     135.87 |            -20.27 |          132.93 |       -18.51 | False         | False    |
| HPE      | Hewlett Packard Enterprise Comp |   21.05 |      26.44 |            -20.39 |           26.28 |       -19.91 | False         | False    |
| CHD      | Church & Dwight Company, Inc.   |   92.43 |     116.46 |            -20.63 |          115.32 |       -19.85 | False         | False    |
| MTCH     | Match Group, Inc.               |   31.08 |      39.20 |            -20.71 |          176.78 |       -82.42 | False         | False    |
| T        | AT&T Inc.                       |   23.59 |      29.79 |            -20.81 |           29.13 |       -19.02 | False         | False    |
| BX       | Blackstone Inc.                 |  150.48 |     190.09 |            -20.84 |          194.94 |       -22.81 | False         | False    |
| NKE      | Nike, Inc.                      |   65.04 |      82.44 |            -21.11 |          167.74 |       -61.22 | False         | False    |
